id,metadata_id,expected_dataset,insight_part_1,insight_part_2,insight_part_3,created_at,updated_at,updated_at_2,updated_at_3,irr_flag,rejection_reason
40e0fe73-9da4-47d5-beba-e2214d82c7c6,4700e244-e02f-4165-a995-121c0f85b719,FALSE,,,,2026-03-22 12:24:07.581479+00,2026-04-06 15:20:04.688+00,,,FALSE,require_interaction
41f8a1cc-b206-4185-a819-013acd1836d9,840162a9-c2a2-45c2-bf68-7be340422698,FALSE,,,,2026-03-31 18:47:51.235178+00,2026-04-06 17:38:32.371+00,,,FALSE,scraper_failure
42bb1009-a0eb-41a4-acd6-891c9af5ccf7,3d5f5f50-2111-4ea9-bea5-fd0cacd9dd29,FALSE,"Even though there are multiple charts, they would be treated as a single Scoreboard Overview chart by VLMs and therefore excluded.",,,2026-03-22 12:52:37.936765+00,2026-04-06 15:32:39.778+00,,,FALSE,only_one_chart
439c0bdb-174a-480b-9ae7-58a10953a1ea,e27e05a0-479c-461d-95f1-99121fe5f913,FALSE,,,,2026-04-08 19:47:13.34089+00,2026-04-08 19:47:13.267+00,,,FALSE,require_interaction
43b98db8-9489-4215-9e5d-0b078787a51c,82ec1d7b-8b06-423e-8554-1b9f3992c6f3,FALSE,,,,2026-03-21 17:16:33.417193+00,2026-04-06 14:27:34.024+00,,,FALSE,require_interaction
4537955a-7d92-499f-a782-f262b4b6f612,36a253f5-aa53-4ce4-a2ba-c2bd6173748a,FALSE,,,,2026-04-07 10:27:12.575056+00,2026-04-07 10:27:12.438+00,,,FALSE,learning_template
45e32fea-d302-4b16-8922-aca7f087e704,cac2f14c-ca7d-43a9-a205-9d96bdbde414,FALSE,,,,2026-03-22 11:39:20.286199+00,2026-04-06 15:00:34.702+00,,,FALSE,incorrect_dataset
4af9eef0-f32c-4a04-b13c-badd6170bf9c,ce789b0e-75b9-48dd-99b8-56a1dca8f34d,FALSE,"Even though there are multiple charts, they would be treated as a single Scoreboard Overview chart by VLMs and therefore excluded.",,,2026-03-22 12:46:01.011275+00,2026-04-06 15:22:48.89+00,,,FALSE,only_one_chart
4b543477-bdc7-448f-9637-4cc9a3318b5b,9d0b8bc7-98e6-4a5c-84e2-a5bd73ff43a2,FALSE,,,,2026-04-07 10:21:19.391915+00,2026-04-07 10:21:19.228+00,,,FALSE,require_interaction
4b5cadd0-0fb5-43b5-a1ee-a77a3ea2fcf0,42114fbf-2a9b-4948-989b-92c7ce9af48b,FALSE,,,,2026-03-21 17:16:00.15306+00,2026-04-06 14:27:12.756+00,,,FALSE,incorrect_dataset
4b8a9b18-6096-44c7-bf03-8496adf31a25,e9e2ee89-4105-4c6f-9fb9-7f638134a33e,FALSE,,,,2026-03-22 11:40:19.399007+00,2026-04-06 15:02:22.611+00,,,FALSE,require_interaction
4bb2e6bc-8efd-43e3-a679-d573b5b62840,820e9bd3-d2ee-4213-9731-15efdc103dce,FALSE,,,,2026-04-08 20:30:01.283455+00,2026-04-08 20:30:01.127+00,,,FALSE,unlabelled_graphs
4c655f2f-f44f-44b8-a4af-7783fd378f2a,4490fefa-8b15-42db-b3fc-9e80d9dc0323,FALSE,,,,2026-03-22 11:53:36.897305+00,2026-04-06 15:09:16.015+00,,,FALSE,unlabelled_graphs
4ce75bd2-974a-4dae-b027-f051245cdfea,689e174e-ecdb-4222-89db-c1941661b9e9,TRUE,"Chart 1: Scoreboard Overview
L2: Sales are $734.0K (+20.6% vs PY), profit is $93.5K (+14.4% vs PY), orders are 1,692 (+29.2% vs PY), and the number of customers is 693 (+8.8% vs PY).
L3: Overall, the trend shows an increase in sales, orders, and customers towards the end of the year, while profit is highest early in the year and increases afterward.
L4: The lower profit rate at the end of the year may suggest a promotional strategy where sales depend on the discounted price, so the profit margin is small.

Chart 2: Orders Comparison by Category
L2: The highest order by Category is Office Supplies with 28.7% YoY.
L3: Overall, total orders' performance is higher than the previous year across all categories.
L4: Office supplies surpassing other categories may be the result of sales by quantity, within their category's characteristic.

Chart 3: Orders Comparison by Segment
L2: The highest order by segment is Consumer with 26.5% YoY.
L3: Overall, total orders' performance is higher than the previous year across all segments.
L4: As with the previous analysis, the Office Supplies higher orders should be in line with Corporate and Home Office, but with this, we know that the Consumer segment is the main contributor of orders in this category.

Chart 4: Orders Comparison by Shipping
L2: The highest order by shipping mode is standard class with 23.1% YoY.
L3: Overall, total orders' performance is higher than the previous year across all shipping modes.
L4: This distribution of shipping modes is normal, with people preferring cheaper delivery to faster shipping times.

Chart 5: Orders by State (Top 10)
L2: The highest order by state is California with 26.9% YoY.
L3: Overall, most orders are dominated by the West and East regions, and in the coastal areas.
L4: This geographic condition suggests that a different expansion into mid-tier states than the coastal areas could be the next growth target.
",,,2026-04-27 08:51:32.512775+00,2026-04-29 10:44:55.019+00,,,FALSE,
4e389705-a40b-4811-8716-2026ac59575d,e1e06616-f8b9-4389-a662-3954b9771a54,FALSE,,,,2026-03-22 12:18:05.001127+00,2026-04-06 15:15:59.83+00,,,FALSE,learning_template
4e5efa25-8da7-4685-b068-837e3247e626,07b48368-60a2-4eca-b595-aefc9938c27f,FALSE,,,,2026-03-21 17:17:47.861408+00,2026-04-06 14:46:51.015+00,,,FALSE,only_one_chart
4eb0d34f-ce7f-4b53-8a81-610bdb81ab4b,d8f84ef1-bc28-4fa4-b9d2-5943b0c95f8e,FALSE,,,,2026-04-05 14:56:18.006085+00,2026-04-06 13:48:42.588+00,,,FALSE,incorrect_dataset
4faee771-8c89-44ff-9ec8-078df3e0a246,1572a673-6894-412a-84e9-cd0576ad77fa,FALSE,,,,2026-03-22 12:25:07.397281+00,2026-04-06 15:20:26.432+00,,,FALSE,incorrect_dataset
511bca34-e364-49d6-8cf9-263c3426db13,14b81d7e-29ba-421f-9cef-3e5039dde3aa,TRUE,"Chart 1: Scoreboard Overview
L2: Total sales are $733,215 (+20.4% YoY), total profit is $93,439 (+14.2% YoY), profit margin is 12.7% (-5.1% YoY), and total quantity is 12,476 (+26.8 YoY).
L3: From the trend, we can see that sales and quantity increase steadily towards the end of the year, peaking in November, while profit peaks in March.
L4: While all indicators show strong growth compared to the previous year, the profit margin is down 5.1% YoY, but the higher total profit suggests the business is scaling revenue faster with a lower margin. This requires a strategy either for margin recovery or continued volume expansion to compensate.

Chart 2: Profit Margin by State
L2: The majority of states show a positive margin of green encoded in 2021, compared to 2020.
L3: Some of the negative margin states are coming from the middle areas like CO, IL, TN, OH, and PA, and coastal areas of CR, AZ, TX, and NC.
L4: The dispersion of negative-margin states across unrelated regions suggests state-level operational or demand-side issues, with high-volume markets like California and Texas likely contributing to the 5.1% YoY margin decline observed at the aggregate level.

Chart 3: Sales and Profit by Subcategory
L2: The highest sales by sub-category are Phones, and the highest profit by sub-category is Copiers.
L3: The sales distribution shows a clear dominance of the Phones and Chairs, with significant gaps toward others.
L4: From the profit-loss bar, we can see that the loss aligns with the sub-category's lower sales performance compared to the previous year, particularly for Tables, Machines, Bookcases, and Supplies.
","Chart 1: Scoreboard Overview
L2: the sales is $733.215 or 20.4% YoY, profit is $93.439 or 14.2% YoY, profit margin is 12.7% or 5.1% YoY, and total quantity is 12,476 or 26.8% YoY.
L3: Sales, profit, and quantity all show a broadly upward pattern toward the end of the year, while profit margin appears more volatile.
L4: This pattern may indicate that business growth is being driven by stronger sales volume and product movement, while margin quality remains more sensitive to pricing, discounting, or cost mix.

Chart 2: Profit Margin by State
L2: AK, WY, HI, and ME had N/A value.
L3: Most states appear to cluster in the positive group, while a smaller set of states is marked negative and a few isolated states show no value, creating a pattern where profitable coverage is broad but not uniform across the map.
L4: This distribution suggests that profitability is geographically uneven, which may indicate differences in regional pricing power or product mix, while the states with no value could reflect either limited activity or missing operational coverage in those markets.

Chart 3: Sales and Profit by Subcategory
L2: Tables, machines, bookcases, and supplies are the subcategories that experiencing loss.
L3: Sales are concentrated in a handful of leading sub-categories, while the profit bars show a contrasting pattern where several sub-categories with visible sales still fall into loss.
L4: This contrast suggesting that revenue growth in some areas requires closer product-level review.
","Chart 1: Scoreboard Overview
L2: Total Sales is 733,215 with 20.4% increase  YoY growth. Total profit is 93,439 with 14.2% increase YoY growth. Profit Margin is 12.7% with 5.1% decrease in YoY growth. Total quantity sold is 12.476 with 26.8% increase in YoY growth.
L3: Total Sales (733,215), Total Profit (93,439), and Total Quantity (12,476) all increase year over year, with Quantity has the strongest growth (+26.8%) and Profit the smallest (+14.2%), while Profit Margin moves in the opposite direction, declining to 12.7% (-5.1% YoY)
L4: The combination of higher sales, profit, and quantity alongside a declining profit margin suggests the business may be growing through volume expansion faster than through pricing strategy, which could reflect heavier discounting ora shift toward lower margin products as demand scales

Chart 2: Profit Margin by State
L2: States with negatives prorit margin are OR, Az, Co, IL, Tx, TN, OH, PA and NC while others in green has positive profit margin
L3: Most states show positive profit margin performance, while the negative states are scattered across multiple regions including Oregon, Colorado, Arizona, Texas, Illinois, Ohio, Pennsylvania, Tennessee, North Carolina, and Florida, rather than concentrated in one geographic area
L4: The mostly positive YoY profit margin across states, suggests margin pressure may be driven more by local pricing, local lifestyle or competitive conditions than by a broad national issue, indicating that profitability improvement would likely require targeted regional action rather than a one-size-fits-all response

Chart 3: Sales & Profit  by Subcategory 
L2: Phones has the biggest sales among other product and Fastener is the smallest. In 2021, the categories with losses, from largest to smallest, were Tables, Machines, Supplies, and Bookcases.
L3: Most sub-categories remain profitable in 2021 despite mixed sales performance versus 2020, but Tables stands out as mismatch with relatively high sales and the largest loss, while Copiers delivers the strongest profit even though it is not the top selling sub category.
L4: The contrast between strong sales in categories such as Tables and Machines and their negative profit contribution, while Copiers delivers larger profit suggests revenue size alone may not be translating into value across sub-categories, which could reflect differences in discount prgram and strategy, or product promotional program and indicates that sales growth is likely more attractive in some categories than in others",2026-04-08 18:28:46.122385+00,2026-04-29 10:59:29.028+00,2026-04-25 21:09:39.287+00,2026-04-26 15:04:23.559+00,TRUE,
52923dcc-4db5-4f82-8f00-4d7d187f4f1a,45748151-ed46-4b86-8a3c-0312b3d59c6b,FALSE,,,,2026-03-22 11:43:34.091378+00,2026-04-06 15:05:08.317+00,,,FALSE,incorrect_dataset
529b7a20-4974-4091-9f62-2ead387df279,08a16b8a-f5c5-40e9-907d-03e33beea72a,FALSE,,,,2026-03-22 11:54:38.395934+00,2026-04-06 15:08:25.59+00,,,FALSE,incorrect_dataset
536fc9c7-5794-4b93-95fd-7296f06925c1,44e1242e-dd67-42ec-96d3-1deb7ecc106e,FALSE,,,,2026-03-21 20:30:23.705679+00,2026-04-06 14:58:29.466+00,,,FALSE,incorrect_dataset
55905790-fdea-492c-b752-d9e827bbcdc0,01330a34-b004-4889-8f49-2e67e6e7a4c4,TRUE,"Chart 1: Scoreboard Overview
L2: Sales are about $733.2K (+20.4% vs PY), profit is $93.4K (+14.2% vs PY), orders are 1687 (+28.3% vs PY), and the number of customers is 693 (+8.6% vs PY).
L3: Overall, the trend shows an increase in sales, orders, and customers towards the end of the year, while profit is highest early in the year and increases afterward.
L4: The lower profit rate at the end of the year may suggest a promotional strategy where sales depend on the discounted price, so the profit margin is small.

Chart 2: Sales | States
L2: California is the state in purple and has the largest circle on the map.
L3: Coastal states, especially the West and East regions, dominate the larger circles, indicating higher sales.
L4: This geographic condition suggests that a different expansion into mid-tier states than the coastal areas could be the next growth target.

Chart 3: Sales | Regions
L2: The highest sales are in the west region at $250.1K (+33.4% vs PY).
L3: The sales trend of West, East, and South shows an upward trend toward the end of the year, with all surpassing the prior year's sales, while the Central region has the highest sales in January and dips and fluctuates afterward with lower sales compared to the previous year.
L4: West and East region sales may be driven by population, while other regions have to follow the West region to improve their sales performance throughout the year and avoid relying on the holiday season and end-of-year sales.

Chart 4: Sales | Ship mode
L2: The highest shipping method is using standard class, which made $395.6K sales (+6.2% vs PY).
L3: The ship mode distribution shows a clear dominance of the standard class shipping with a significant gap toward other shipping modes.
L4: This distribution of shipping modes is normal, with people preferring cheaper delivery to faster shipping times.

Chart 5: Sales | Segment
L2: The highest sales by segment are in the Consumer segment at 331.9K (+11.8% vs PY).
L3: The sales distribution shows a clear dominance of the Consumer segment with a significant gap toward other segments.
L4: Overall, each segment shows a good sales performance compared to the prior year, indicating a higher demand in all segments this year.

Chart 6: Sales | Category
L2: The highest sales by category are Technology at $271.73K (+20.0% vs PY).
L3: The sales distribution shows a dominance of the Technology category with a slight gap toward other categories.
L4: Technology surpassing office supplies may suggest that the higher unit price surpasses the sales with the quantity.

Chart 7: Sales | Top 10 Sub-Categories
L2: Phones led the sub-categories in sales at $105.3K with an increase of 33.4% compared to the prior year.
L3: While all sub-categories' sales surpassed the previous year's sales, Machines' sales are the only ones with lower performance than the previous year.
L4: Phones, with the highest sub-category sales, are in line with previous analysis, where Technology dominates category sales, indicating higher demand for phones this year.

Chart 8: Sales | Top 10 Customers
L2: The first highest sales by customer is Raymond Buch at $14.20K.
L3: NOT APPLICABLE
L4: While being the number one, Raymond Buch has slightly higher sales compared to other customers, indicating a highly uniform or homogeneous top-tier client base. ",,,2026-04-27 19:24:14.030171+00,2026-04-29 11:05:30.214+00,,,FALSE,
56520ce6-8aa6-4e21-ab13-0bb8b34ab165,46068bcf-b0be-4d9f-a44d-6153f6d8b364,FALSE,,,,2026-04-27 08:55:18.45505+00,2026-04-27 08:55:16.912+00,,,FALSE,unlabelled_graphs
577b6503-2615-4bb9-a8cf-f796d7217d4d,cd89eb2c-cfaa-426f-8dda-0a0d91944f0f,FALSE,,,,2026-03-22 12:51:58.412153+00,2026-04-06 15:32:00.105+00,,,FALSE,learning_template
58f1769f-68f3-4c0b-ac34-1ca91563fc18,f7e590cf-1dd0-45b8-9ddb-558f40016459,FALSE,,,,2026-03-22 11:39:55.040006+00,2026-04-08 18:53:55.986+00,,,FALSE,learning_template
5b12e086-09c4-45ec-a9af-629a0b87ee58,1c6fba5d-67a4-4f86-b7a8-6f5f37c4dd30,TRUE,"Chart 1: Scoreboard Overview
L2: Sales are $733K (+20.4% vs PY), quantity is 12K (+26.8% vs PY), and profit is $93K (+14.2% vs PY).
L3: The trend shows an increase towards the end of the year for sales and quantity, while profit's highest peak was in the early part of the year.
L4: This may suggest a holiday-season sales strategy with a discount, in which a small profit margin drives sales volume.

Chart 2: Profitable Months by Region
L2: The most profitable month is November in the East Region, with around $40K in profit.
L3: East and South show an increasing trend toward November and dipped in December, while the Central region shows no pattern in profit.
L4: While East has the highest profit, it reflects its dependence on last semester's profit, suggesting the need to shift the sales strategy to ensure stable quarterly profit over time.

Chart 3: Profit Ratio Trend
L2: The profit ratio shows that, in the early part of the graph, it dipped to around -20% and then rose above 20% by the end of the line graph.
L3: The pink dashed trend line shows the profit ratio fluctuates around with a gradual downward slope, not showing any seasonality or cyclical pattern.
L4: This pattern shows the increased profit ratio is not sustained between periods, which suggests the business is becoming more reliant on occasional high-margin transactions.",,,2026-04-27 07:52:31.443826+00,2026-04-29 10:43:41.117+00,,,FALSE,
5c92f7b8-6960-4bbb-b0bf-fc99620177b6,2019836a-f3d4-4f94-acd8-efa727da5378,FALSE,,,,2026-03-21 17:15:44.80819+00,2026-04-06 14:25:39.712+00,,,FALSE,require_interaction
5d47a46a-c650-4ad3-95ca-7ae97c034993,25d332e4-f374-47e5-ad95-071cccdffd5c,FALSE,,,,2026-03-21 19:37:14.725563+00,2026-04-06 14:56:39.695+00,,,FALSE,incorrect_dataset
5f0cae3f-0828-4dd5-98e2-125f0874174c,bf73bbdb-07ae-4b71-bb20-2acfd9490077,FALSE,,,,2026-03-22 12:11:26.737454+00,2026-04-06 15:12:28.029+00,,,FALSE,incorrect_dataset
5fb4fac4-bfaf-4f9a-aa1f-8758c28b107d,b73bbec0-bc48-4402-8fff-ef9c60680911,FALSE,,,,2026-04-05 14:55:48.592252+00,2026-04-06 13:51:52.161+00,,,FALSE,unlabelled_graphs
5ff9b907-b945-402c-a479-7ad090a5f1d5,a9ddde5e-9a7b-4f70-b15b-883630b9c5ca,FALSE,,,,2026-03-22 12:50:26.740399+00,2026-04-06 15:28:12.14+00,,,FALSE,incorrect_dataset
608492a9-aaa2-4e7d-9435-e364b7129d23,b7293a84-8693-4c5f-ac95-d9e424d9ca2f,FALSE,,,,2026-03-22 12:13:24.168115+00,2026-04-06 15:13:50.274+00,,,FALSE,unlabelled_graphs
6280880a-e4aa-4e52-bc19-800e50bfef26,22298632-ddce-49f8-8add-819412ae084d,FALSE,,,,2026-03-21 20:30:44.431211+00,2026-04-06 14:58:37.595+00,,,FALSE,learning_template
63212063-fecd-449c-8dd5-5806c99f1235,ba0a6d21-1711-4c3e-84d4-9cca6c9f95b1,FALSE,,,,2026-03-18 05:08:45.380694+00,2026-04-08 18:26:26.008+00,,,FALSE,unlabelled_graphs
636c85e1-bb7a-4db4-92ca-5edbc574d69c,a7355f4c-a177-4be4-a753-420abad9cc65,FALSE,,,,2026-03-31 18:57:22.026163+00,2026-04-06 15:36:47.024+00,,,FALSE,unlabelled_graphs
65ca6f3d-0a91-4ce1-be2d-35c9473ef93c,c8fc746d-030c-4104-807a-0fd7981cba02,FALSE,,,,2026-03-21 19:33:29.104+00,2026-04-06 14:50:06.288+00,,,FALSE,require_interaction
683a75d2-48cc-4dc8-a6f5-5d8d6711fbcc,c8c33929-564e-4b14-bfc6-3e880f3283fb,FALSE,,,,2026-03-22 12:09:30.099202+00,2026-04-06 15:11:17.798+00,,,FALSE,learning_template
6894c760-0a1b-4adf-be62-a10cda0327c2,04ca20c2-6f38-43bb-8a73-9e412d192121,FALSE,,,,2026-04-07 10:30:21.843463+00,2026-04-08 15:04:18.855+00,,,FALSE,require_interaction
6ab1fda6-4f69-479a-a716-63a25e781efa,4c9e8ffe-87a7-4bf5-8746-e44113583a59,FALSE,,,,2026-03-22 12:17:14.176139+00,2026-04-06 15:14:34.394+00,,,FALSE,incorrect_dataset
6cfb5d40-9594-403d-b095-88daf6357e4a,8244b43e-5d79-4351-89a0-071650fdcdeb,FALSE,,,,2026-03-22 12:25:14.919893+00,2026-04-06 15:20:41.567+00,,,FALSE,learning_template
6e4f80ca-59fd-4c91-89e7-a875e796d432,caf39d51-4bb8-46ce-b052-bf7b503572e8,FALSE,,,,2026-03-22 12:51:30.752292+00,2026-04-06 15:31:44.71+00,,,FALSE,incorrect_dataset
6efe9d5a-f440-4d86-a8bb-38dea99966bc,447bde8b-6886-414a-896b-b6e57bbca836,FALSE,,,,2026-03-22 12:23:12.011695+00,2026-04-06 15:19:14.016+00,,,FALSE,require_interaction
70fc4e7e-a606-471e-b429-582d0d6ba15d,4af063b3-aebe-4911-ac54-23924d75cbac,FALSE,,,,2026-03-22 12:50:58.657604+00,2026-04-06 15:28:29.002+00,,,FALSE,only_one_chart
721f4e1f-8652-4014-8951-18140281d914,c2060fe5-c345-40b1-8775-635af57844a3,FALSE,,,,2026-03-21 20:31:07.105594+00,2026-04-06 14:58:46.613+00,,,FALSE,learning_template
723340b5-2604-49f0-963a-3699aef72048,3a2d6971-8a12-47ce-9500-577772adbfbd,TRUE,"Chart 1: How many orders are from each state?
L2: The highest orders are coming from California at 2,001 orders.
L3: From the color legends, we can see that the coastal areas dominate the number of orders, driving the sales.
L4: California, along with the other states in the coastal area, statistically has the largest population in the US, suggesting a different sales strategy approach to gain orders from the middle areas.

Chart 2: Sales by sub-category
L2: The highest sales are Phones at $330K in the Technology category, followed by Chairs at $328K in the Furniture category, and Storage at $224K in the Office Supplies category.
L3: Technology dominates by area by a slight margin, and the top three sub-categories (Phones, Chairs, Storage) contribute to a similar share of total sales.
L4: This suggests proportional sales from each category, with Technology and Furniture each having a sub-category that sells reliably, while Office Supplies has higher counts of sub-categories that sell in numbers.

Chart 3: Profit by sub-category
L2: Profits are dominated by the Technology category with Copiers at $56K, followed by Phones at $45K, and Accessories at $42K.
L3: The technology category dominates the profit shares compared to the other categories, with the Furniture share a small part of the profit.
L4: This may suggest that the Furniture category has a different pricing strategy, where it incorporates promotion and sales at a discounted price to gain sales with minimal profit.

Chart 4: Return (sales) by sub-category
L2: The highest return of sales is Phones in the Technology category at $28K, followed by Chairs at $25K in the Furniture category.
L3: The return of sales shares the same proportion as previous sales by sub-category chart, with the Technology category dominating.
L4: Sub-categories of Phones and Chairs, having both the highest sales and returns, may need further analysis and a strategy to reduce the returns of the products to minimize loss.","Chart 1: How many orders are from each state?
L2: the highest orders placed is 2,001 in Calfornia.
L3: Orders appear to be concentrated in coastal areas, with the West Coast led strongly by California and the East Coast supported by several higher-activity states, while many inland states show lighter order density.
L4: This coastal concentration may indicate that demand is stronger in more connected and commercially dense markets, suggesting the business benefits from established customer bases and distribution reach in coastal states while inland regions may represent a broader but less penetrated growth opportunity.

Chart 2: Sales by sub-category.
L2: The highest sales in technology is phones by $330k, in furniture is Chairs by $328K, and in office supplies is Storage by $224K.
L3: Sales are concentrated in a few large sub-categories within each category, with especially large blocks in Technology and Furniture, while many other sub-categories occupy noticeably smaller areas.
L4: This pattern suggests that overall revenue is being driven disproportionately by a small set of product lines, which may indicate stronger product-market fit in those leading sub-categories.

Chart 3: Profit by sub-category.
L2: the biggest profit in technology is Copiers by $56k, in office supplies is paper by $34k, and in furniture is chairs by $27k.
L3: Profit is distributed less evenly than sales, with a handful of sub-categories contributing visibly larger gains while many others remain comparatively small.
L4: This uneven pattern may indicate that profitability depends on a narrow group of strong-margin sub-categories, suggesting that not all high-selling products contribute equally well to earnings.

Chart 4: Return (sales) by sub-category.
L2: the most sales return in technology is phones sub-cateogory by $28k, in furniture is chairs by $25k, and in office supplies is storage by $15k.
L3: Returns are also concentrated in several large sub-categories, with the biggest return blocks appearing in the same broad product areas that dominate sales.
L4: This pattern may suggest that the products generating the most revenue are also exposing the business to the greatest return risk, indicating that sales success in those sub-categories may come with higher post-purchase issues, service burden, or margin leakage.","Chart 1: How many orders are form each state?
L2: The top 3 value of most orders from states is 2,001 orders, 1,128 orders and 985 orders.
L3: Orders are heavily concentrated in a few large states, led by California (2,001), New York (1,128), and Texas (985), while most central area and northern states show much lower order volumes
L4: The strong concentration of orders in California, New York, and Texas, with much smaller volumes across most other states, suggests demand may be heavily anchored in a few large, economically active markets, which could indicate that order growth is being driven more by concentrated geographic than by evenly distributed national wide

Chart 2: Sales by sub-category
L2: Phones, Chairs, and Storage recorded the highest sales among all subcategories, reaching 330K, 328K, and 224K, respectively
L3: Sales are concentrated in a few leading sub-categories, with Phones (330K) and Chairs (328K) clearly dominating, followed by a second tier of Storage (224K), Tables (207K), and Binders (203K), while the remaining sub-categories contribute much smaller shares.
L4: The sales concentration in Phones, Chairs, Storage, Tables, and Binders suggests the business may rely on a relatively small set of office and technology essentials, which could indicate that revenue growth is being driven more by core functional categories than by the smaller sub-categories.

Chart 3: Profit by sub-category
L2: Copiers, Paper, and Chairs recorded the highest profit among all subcategories, with 56K, 34K, and 27K, respectively
L3: Profit is led by Copiers (56K) and Phones (45K), with Accessories (42K) and Paper (34K) also contributing strongly, while the remaining sub-categories contribute much smaller shares.
L4: The fact that Copiers and Phones generate strong profit relative to other suggests these products may have more favorable unit economics or pricing power.

Chart 4: Return (sales) by subcategory
L2: Phones, Chairs, and Storage recorded the highest return in sales among all subcategories, reaching 28K, 25K, and 25K, respectively
L3: Returns are concentrated in a handful of major sub-categories, with Phones (28K) and Chairs (25K) standing out most, followed by Copiers (19K), Tables (17K), and Storage (15K), suggesting that some of the biggest sales drivers also carry relatively high return values.
L4: The concentration of returns in Phones, Chairs, Storage, and Copiers suggests that some of the business biggest selling categories may also carry higher post purchase risk, which could indicate that fast selling products are not always translating into high quality revenue because return exposure may be eroding part of profitability",2026-03-22 12:53:23.314881+00,2026-04-21 20:28:10.804+00,2026-04-25 21:17:14.396+00,2026-04-25 08:06:06.377+00,TRUE,
732065f4-6711-47f1-8799-6ee8a304122d,14d6d46f-f930-400c-8aa2-61c0ff28cc21,FALSE,,,,2026-03-22 12:48:02.071089+00,2026-04-06 15:22:15.77+00,,,FALSE,learning_template
7327f40c-381b-4724-a1d4-f973813a4646,0349857e-9540-498f-a202-d1ec04f8b965,FALSE,,,,2026-04-08 19:47:40.674391+00,2026-04-08 19:47:40.599+00,,,FALSE,incorrect_dataset
737f50bb-3344-4252-ba62-95a81b8ce5ed,9efd84b7-807c-44d8-b907-7cb539dc1448,FALSE,,,,2026-03-22 11:39:44.745524+00,2026-04-06 15:01:17.263+00,,,FALSE,learning_template
73993c40-1c1c-40e8-b2fc-b741a209b3aa,94f61687-eb45-4632-9c59-878404ff230b,FALSE,,,,2026-04-08 20:29:47.46943+00,2026-04-08 20:29:47.283+00,,,FALSE,incorrect_dataset
73edd16f-f93b-48a6-9a18-e6c95c7c88b4,dc205341-21c2-4563-895a-351c580fdc41,FALSE,,,,2026-03-21 19:36:33.524941+00,2026-04-06 14:50:13.521+00,,,FALSE,only_one_chart
7409a95f-9edd-4871-a84a-a9ddad06e9fd,ced36137-017c-47cb-8b8c-f4293d4d3cd9,FALSE,,,,2026-04-07 10:38:40.583964+00,2026-04-07 10:38:40.509+00,,,FALSE,unlabelled_graphs
74de1b38-9819-4b8a-b58b-398b72cb112d,62b6d5a8-8c45-4fdc-815e-b50762cb4948,FALSE,,,,2026-03-22 12:13:13.305246+00,2026-04-06 15:13:39.254+00,,,FALSE,incorrect_dataset
75ec40d9-2e42-4da2-a982-c6c97d00fadd,818d37ba-9a1c-445c-92fc-f305c053973a,FALSE,,,,2026-03-21 19:38:43.515094+00,2026-04-06 14:57:01.477+00,,,FALSE,unlabelled_graphs
7620c34c-6b60-4d9d-90c4-259b4cd61cfd,f0b5e4a3-6367-4466-8e62-c5d13b2d7796,TRUE,"Chart 1: Total Profit ($)
L2: Total profit is 91,523, which was mostly contributed by Copiers with a profit of 17,023, Phones 12,315, Binders 11,268, and Accessories 11,196.
L3: The profit trend shows that Copiers' profit is steady and shows a significant jump at the end of the year, while other products are fluctuating throughout the year.
L4: The percentage increase of period-change indicates that the profit growth is broadly distributed across products, yet Machines' 84% decline represents a structural outlier that, if unaddressed, could erode the total profit.

Chart 2: Product performance
L2: The Copiers are the product that impacts the profit the most, with the highest profit of $3,360.
L3: Copiers product showing the right side of the area indicating profit, with the Machines product being the far left indicating loss, while other products show a stable profit in the middle area.
L4: Most profits are contributed by the products within the middle line, and a larger circle size may reflect that the profits are pushed by the quantity of sales.

Chart 3: Product order cadence
L2: Staples has the highest product order at 81, with an average of $8.6 profit per unit in multiple products, and 221.2 orders per month. 
L3: Staples and Staple envelopes dominate order volume, doubling the remaining three products, while their order cadence shows spikes in between periods.
L4: The dominance of low-unit-value consumables in order frequency, against only $8.6 profit per unit, suggests the business's profit relies on the volume-driving products compared to the profit-driving products that Copiers and Phones did.

Chart 4: Customer delivery days
L2: Each shipping class has its own delivery day range, with same-day resolving within 1 day, first class between 1-3 days, second class between 2-5 days, and standard class between 4-7 days.
L3: The only outliers shown here are the first class having a late delivery in 3.5 days and the standard class having a one-day faster than the average of its class.
L4: This distribution of shipping mode is normal, where people prefer cheaper delivery over faster shipping times with standard class.",,,2026-03-22 12:18:40.798381+00,2026-04-21 23:48:29.107+00,,,FALSE,
7646977d-c943-4546-8492-ab363e9c9ebc,5e6d9deb-9646-4e5c-872a-267b09987764,FALSE,,,,2026-04-07 10:21:07.190761+00,2026-04-07 10:21:07.029+00,,,FALSE,only_one_chart
769ae703-579f-4298-999b-aa641cb8f933,557d8416-1bee-4c43-a161-9916b210aeb1,FALSE,,,,2026-04-08 21:23:07.629146+00,2026-04-08 21:23:07.569+00,,,FALSE,incorrect_dataset
78ba9562-4854-4d24-9fb2-a05124667715,6841343c-aa2c-4166-ab3e-1bc3176b2e52,FALSE,,,,2026-04-07 10:23:34.07775+00,2026-04-07 10:23:33.919+00,,,FALSE,only_one_chart
